CVE_ID,Commit Message,Links in Message,Link Presence,PATCH,repository,type_of_reporting,first_link_in_message,first_link_type_for_created_date,first_link,mined_link_type,link_created_at,link_created_date_source,link_created_date_status,link_created_date_reason,created_date_kind
CVE-2020-1928,"NIFI-7023 This closes #3991. Removed SLF4J and Log4J transitive dependencies from Zookeeper so tests log correctly.
Changed template handling.
Added unit tests.

Signed-off-by: Joe Witt <joewitt@apache.org>",https://github.com/apache/nifi/pull/3991,contains links,https://github.com/apache/nifi/commit/34f2a592df8996b5f9e65039a35ecd8c31417fbd,apache/nifi,github pull request,https://github.com/apache/nifi/pull/3991,github pull request,https://github.com/apache/nifi/pull/3991,github pull request,2020-01-16T17:45:36Z,https://api.github.com/repos/apache/nifi/issues/3991,ok,,created_at
CVE-2017-2582,"Merge pull request #3715 from hmlnarik/KEYCLOAK-4160

KEYCLOAK-4160",https://github.com/keycloak/keycloak/pull/3715,contains links,https://github.com/keycloak/keycloak/commit/8a02ef18597e5929517d702238b09ae780eaf421;https://github.com/keycloak/keycloak/commit/0cb5ba0f6e83162d221681f47b470c3042eef237,keycloak/keycloak,github pull request,https://github.com/keycloak/keycloak/pull/3715,github pull request,https://github.com/keycloak/keycloak/pull/3715,github pull request,2017-01-05T13:17:45Z,https://api.github.com/repos/keycloak/keycloak/issues/3715,ok,,created_at
CVE-2017-17485,Fix 1/3 of #1855,https://github.com/FasterXML/jackson-databind/issues/1855,contains links,https://github.com/FasterXML/jackson-databind/commit/f031f27a31625d07922bdd090664c69544200a5d;https://github.com/FasterXML/jackson-databind/commit/bb45fb16709018842f858f1a6e1118676aaa34bd;https://github.com/FasterXML/jackson-databind/commit/978798382ceb72229e5036aa1442943933d6d171;https://github.com/FasterXML/jackson-databind/commit/2235894210c75f624a3d0cd60bfb0434a20a18bf,FasterXML/jackson-databind,github issue,https://github.com/FasterXML/jackson-databind/issues/1855,github issue,https://github.com/FasterXML/jackson-databind/issues/1855,github issue,2017-12-12T06:24:38Z,https://api.github.com/repos/FasterXML/jackson-databind/issues/1855,ok,,created_at
CVE-2018-14627,"Merge pull request #10675 from tadamski/WFLY-9107

[WFLY-9107] IIOP security configuration and tests refactor",https://github.com/wildfly/wildfly/pull/10675,contains links,https://github.com/wildfly/wildfly/commit/883115ea2168343e870745f538a80b1ddc360914,wildfly/wildfly,github pull request,https://github.com/wildfly/wildfly/pull/10675,github pull request,https://github.com/wildfly/wildfly/pull/10675,github pull request,2017-11-25T18:48:40Z,https://api.github.com/repos/wildfly/wildfly/issues/10675,ok,,created_at
CVE-2015-4165,"Snapshot/Restore: fix FSRepository location configuration

Closes #11068",https://github.com/elastic/elasticsearch/issues/11068,contains links,https://github.com/elastic/elasticsearch/commit/f5cfb2a1869d1a52930cbd3138278a6e2c1b22e6,elastic/elasticsearch,github issue,https://github.com/elastic/elasticsearch/issues/11068,github issue,https://github.com/elastic/elasticsearch/issues/11068,github issue,2015-05-08T18:35:58Z,https://api.github.com/repos/elastic/elasticsearch/issues/11068,ok,,created_at
CVE-2018-18240,"Fix 458 (#470)

Thanks! I will come with small changes after merge.",https://github.com/pippo-java/pippo/pull/470,contains links,https://github.com/pippo-java/pippo/commit/c6b26551a82d2dd32097fcb17c13c3b830916296,pippo-java/pippo,github pull request,https://github.com/pippo-java/pippo/pull/470,github pull request,https://github.com/pippo-java/pippo/pull/470,github pull request,2018-10-25T19:29:56Z,https://api.github.com/repos/pippo-java/pippo/issues/470,ok,,created_at
CVE-2021-21351,Fix possibility to process references on enum types at deserialization. Closes #238.,https://github.com/x-stream/xstream/issues/238,contains links,https://github.com/x-stream/xstream/commit/15f2cd3364795eab785166f6f36f9a91e951373f,x-stream/xstream,github issue,https://github.com/x-stream/xstream/issues/238,github issue,https://github.com/x-stream/xstream/issues/238,github issue,2021-01-05T22:45:58Z,https://api.github.com/repos/x-stream/xstream/issues/238,ok,,created_at
CVE-2020-27216,"Merge pull request #5453 from eclipse/jetty-9.4.x-5451-general-tempdir-cleanup

Issue #5451 - Cleanup of temp file usages.",https://github.com/jetty/jetty.project/pull/5453; https://github.com/jetty/jetty.project/issues/5451,contains links,https://github.com/eclipse/jetty.project/commit/820c79ba5b68ece9d17d5af72284ed35179e0b79,eclipse/jetty.project,github pull request,https://github.com/jetty/jetty.project/pull/5453,github pull request,https://github.com/jetty/jetty.project/pull/5453,github pull request,2020-10-15T23:12:02Z,https://api.github.com/repos/jetty/jetty.project/issues/5453,ok,,created_at
CVE-2019-9827,Fix #2254 - Apply whitelist host protection to ProxyServlet,https://github.com/hawtio/hawtio/issues/2254,contains links,https://github.com/hawtio/hawtio/commit/503ed37b05a732fbb4e8c15b8b7881ef5009008d,hawtio/hawtio,github issue,https://github.com/hawtio/hawtio/issues/2254,github issue,https://github.com/hawtio/hawtio/issues/2254,github issue,2017-01-17T00:44:02Z,https://api.github.com/repos/hawtio/hawtio/issues/2254,ok,,created_at
CVE-2019-16869,"Correctly handle whitespaces in HTTP header names as defined by RFC7230#section-3.2.4 (#9585)

Motivation:

When parsing HTTP headers special care needs to be taken when a whitespace is detected in the header name.

Modifications:

- Ignore whitespace when decoding response (just like before)
- Throw exception when whitespace is detected during parsing
- Add unit tests

Result:

Fixes https://github.com/netty/netty/issues/9571",https://github.com/netty/netty/pull/9585; https://github.com/netty/netty/issues/9571,contains links,https://github.com/netty/netty/commit/39cafcb05c99f2aa9fce7e6597664c9ed6a63a95,netty/netty,github pull request,https://github.com/netty/netty/pull/9585,github pull request,https://github.com/netty/netty/pull/9585,github pull request,2019-09-20T07:09:48Z,https://api.github.com/repos/netty/netty/issues/9585,ok,,created_at
CVE-2018-18628,"Fix 458 (#470)

Thanks! I will come with small changes after merge.",https://github.com/pippo-java/pippo/pull/470,contains links,https://github.com/pippo-java/pippo/commit/c6b26551a82d2dd32097fcb17c13c3b830916296,pippo-java/pippo,github pull request,https://github.com/pippo-java/pippo/pull/470,github pull request,https://github.com/pippo-java/pippo/pull/470,github pull request,2018-10-25T19:29:56Z,https://api.github.com/repos/pippo-java/pippo/issues/470,ok,,created_at
CVE-2020-13936,"Merge pull request #16 from wglasshusain/VELOCITY-931-update-secure-classlist

Velocity 931 update secure classlist",https://github.com/apache/velocity-engine/pull/16,contains links,https://github.com/apache/velocity-engine/commit/f355cec739d4e705e541a149ff2d8806ed565401,apache/velocity-engine,github pull request,https://github.com/apache/velocity-engine/pull/16,github pull request,https://github.com/apache/velocity-engine/pull/16,github pull request,2020-08-05T18:59:31Z,https://api.github.com/repos/apache/velocity-engine/issues/16,ok,,created_at
CVE-2017-12630,"DRILL-5766: Fix XSS vulnerabilities in Drill

1. Bumped up freemarker version to 2.3.26-incubating.
2. Indicated default output format in Freemarker configuration (HTML).
3. Fixed Web UI bugs listed in DRILL-5346, DRILL-5341, DRILL-5339, DRILL-5338.

closes #935",https://github.com/apache/drill/pull/935,contains links,https://github.com/apache/drill/commit/c7c8ffd6f5e1b8f4677f9e95c317482d929a1bb5,apache/drill,github pull request,https://github.com/apache/drill/pull/935,github pull request,https://github.com/apache/drill/pull/935,github pull request,2017-09-07T14:13:34Z,https://api.github.com/repos/apache/drill/issues/935,ok,,created_at
CVE-2020-1933,"NIFI-7023 This closes #3991. Removed SLF4J and Log4J transitive dependencies from Zookeeper so tests log correctly.
Changed template handling.
Added unit tests.

Signed-off-by: Joe Witt <joewitt@apache.org>",https://github.com/apache/nifi/pull/3991,contains links,https://github.com/apache/nifi/commit/34f2a59,apache/nifi,github pull request,https://github.com/apache/nifi/pull/3991,github pull request,https://github.com/apache/nifi/pull/3991,github pull request,2020-01-16T17:45:36Z,https://api.github.com/repos/apache/nifi/issues/3991,ok,,created_at
CVE-2020-13933,"Merge pull request #223 from bmhm/SHIRO-766

[SHIRO-766] ignore exception on invalid cookies.",https://github.com/apache/shiro/pull/223,contains links,https://github.com/apache/shiro/commit/83d8dacd273c8f6d70e6b1aa4f240d4f7a408c27,apache/shiro,github pull request,https://github.com/apache/shiro/pull/223,github pull request,https://github.com/apache/shiro/pull/223,github pull request,2020-05-05T14:31:27Z,https://api.github.com/repos/apache/shiro/issues/223,ok,,created_at
CVE-2017-14063,"Don't be tricked by anchors containing a question mark, close #1455

Motivation:

AHC can be tricked into connecting to a different host.

Modification:

* Make sure we don’t interpret `?` in the anchor as the beginning of
the query and the end of the path.
* Update tests to check org.asynchttpclient.uri.Uri returns the same
results as java.net.URI.

Result:

AHC no longer tricked by anchors containing question mark.",https://github.com/AsyncHttpClient/async-http-client/issues/1455,contains links,https://github.com/AsyncHttpClient/async-http-client/commit/e9f12b29725c567cdb4de98b3302a61ca9d41280;https://github.com/AsyncHttpClient/async-http-client/commit/eb9e3347e45319be494db24d285a2aee4396f5d3,AsyncHttpClient/async-http-client,github issue,https://github.com/AsyncHttpClient/async-http-client/issues/1455,github issue,https://github.com/AsyncHttpClient/async-http-client/issues/1455,github issue,2017-08-28T08:43:49Z,https://api.github.com/repos/AsyncHttpClient/async-http-client/issues/1455,ok,,created_at
CVE-2021-31411,"fix: Compare file content from stream (#10640)

Compare jar file content and existing target file content before writing to disk.",https://github.com/vaadin/flow/pull/10640,contains links,https://github.com/vaadin/flow/commit/e9ceac295812018b0d654ce897de6e98b8571255,vaadin/flow,github pull request,https://github.com/vaadin/flow/pull/10640,github pull request,https://github.com/vaadin/flow/pull/10640,github pull request,2021-04-14T11:21:53Z,https://api.github.com/repos/vaadin/flow/issues/10640,ok,,created_at
CVE-2020-27218,"Issue #5605 unconsumed input on sendError (#5637)

* Issue #5605 unconsumed input on sendError

Add Connection:close if content can't be consumed during a sendError. Processed after the request has returned to the container.

Signed-off-by: Greg Wilkins <gregw@webtide.com>

* Update from review

 + Add close on all uncommitted requests when content cannot be consumed.

* Update from review

 + fixed comment
 + space comma

* Only consume input in COMPLETE if response is >=200 (ie not an upgrade or similar)

* Updated to be less adventurous

I do not think it was valid to always consumeAll in COMPLETE as this could break upgrades with both 101s and 200s
Instead I have reverted to having this consumeAll logic only:
 + in sendError once control has passed back to the container and we are about to generate an error page.
 + in front of all the sendRedirection that we do without calling the application first.

Extra tests also added

* Updated to be less adventurous

reverted test

* Testcase for odd sendError(400) issue.

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>

* Fix for odd sendError(400) issue.

Signed-off-by: Simone Bordet <simone.bordet@gmail.com>

* Testcase for odd sendError(400) issue.

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>

* Always try to consumeAll on all requests

* Refinements after testing in 10

* Refinements after testing in 10

Fixed test

* Fixed comment from review

* Updates from review

+ added redirect methods that consumeAll
+ ensureContentConsumedOrConnectionClose renamed to ensureConsumeAllOrNotPersistent
+ ensureConsumeAllOrNotPersistent now handles HTTP/1.0 and HTTP/1.1 differently

* better consumeAll implementation

* update from review

 + better javadoc
 + filter out keep-alive
 + added more tests

* update from review

 + better javadoc

* update from review

 + fixed form redirection test for http 1.0 and 1.1

* update from review

 + HttpGenerator removes keep-alive if close present
 + Use isRedirection

Co-authored-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>
Co-authored-by: Simone Bordet <simone.bordet@gmail.com>",https://github.com/jetty/jetty.project/issues/5605; https://github.com/jetty/jetty.project/pull/5637,contains links,https://github.com/eclipse/jetty.project/commit/14f94f738df5adf68549749d01d4f9d97ea51452,eclipse/jetty.project,github issue,https://github.com/jetty/jetty.project/issues/5605,github issue,https://github.com/jetty/jetty.project/issues/5605,github issue,2020-11-09T20:46:26Z,https://api.github.com/repos/jetty/jetty.project/issues/5605,ok,,created_at
CVE-2021-31684,"Merge pull request #68 from pcy190/master

Fix ArrayIndexOutOfBoundsException",https://github.com/netplex/json-smart-v2/pull/68,contains links,https://github.com/netplex/json-smart-v2/commit/21dad441f96863d41ad53a28c48478b9ef2ce1a7,netplex/json-smart-v2,github pull request,https://github.com/netplex/json-smart-v2/pull/68,github pull request,https://github.com/netplex/json-smart-v2/pull/68,github pull request,2021-04-16T03:23:55Z,https://api.github.com/repos/netplex/json-smart-v2/issues/68,ok,,created_at
CVE-2018-1000644,"Merge pull request #1146 from eclipse/issues/GH-1158-xxe-vulnerability

Fix #1056 xxe vulnerability",https://github.com/eclipse-rdf4j/rdf4j/pull/1146; https://github.com/eclipse-rdf4j/rdf4j/issues/1056,contains links,https://github.com/eclipse/rdf4j/commit/50f2f51950227a4ec595a2922d81da487aba5135,eclipse/rdf4j,github pull request,https://github.com/eclipse-rdf4j/rdf4j/pull/1146,github pull request,https://github.com/eclipse-rdf4j/rdf4j/pull/1146,github pull request,2018-10-25T00:29:24Z,https://api.github.com/repos/eclipse-rdf4j/rdf4j/issues/1146,ok,,created_at
CVE-2016-2402,"Don't build a trust root index on Android.

We can just cheat and use reflection to use Conscrypt's trust root index
directly. This results in a substantial savings in app startup - 500
milliseconds or more.

Closes: https://github.com/square/okhttp/issues/2321",https://github.com/square/okhttp/issues/2321,contains links,https://github.com/square/okhttp/commit/784fabac7d1586a5614bd4bc8854fd62850dbe26;https://github.com/square/okhttp/commit/3ccb46dd16b6ec98f70b0ee53eafe5ed6380891e,square/okhttp,github issue,https://github.com/square/okhttp/issues/2321,github issue,https://github.com/square/okhttp/issues/2321,github issue,2016-02-07T04:36:49Z,https://api.github.com/repos/square/okhttp/issues/2321,ok,,created_at
CVE-2018-12418,"make Archive slightly more robust against corrupt files.  Add (#8)

unit test file from Apache Tika.",https://github.com/junrar/junrar/pull/8,contains links,https://github.com/junrar/junrar/commit/ad8d0ba8e155630da8a1215cee3f253e0af45817,junrar/junrar,github pull request,https://github.com/junrar/junrar/pull/8,github pull request,https://github.com/junrar/junrar/pull/8,github pull request,2018-05-30T12:41:42Z,https://api.github.com/repos/junrar/junrar/issues/8,ok,,created_at
CVE-2020-5245,"Escape EL expressions in ViolationCollector (#3160)

Fixes #3153
Refs #3157
(cherry picked from commit d87d1e4f8e20f6494c0232bf8560c961b46db634)",https://github.com/dropwizard/dropwizard/pull/3160; https://github.com/dropwizard/dropwizard/issues/3153; https://github.com/dropwizard/dropwizard/pull/3157,contains links,https://github.com/dropwizard/dropwizard/commit/28479f743a9d0aab6d0e963fc07f3dd98e8c8236,dropwizard/dropwizard,github pull request,https://github.com/dropwizard/dropwizard/pull/3160,github pull request,https://github.com/dropwizard/dropwizard/pull/3160,github pull request,2020-02-20T01:44:15Z,https://api.github.com/repos/dropwizard/dropwizard/issues/3160,ok,,created_at
CVE-2021-38294,STORM-3802 allow adding system metrics reporters to all topologies (#3419),https://github.com/apache/storm/pull/3419,contains links,https://github.com/apache/storm/commit/30857b7d54ac7a91c42e0816cb0fbcdcd111e89f,apache/storm,github pull request,https://github.com/apache/storm/pull/3419,github pull request,https://github.com/apache/storm/pull/3419,github pull request,2021-10-22T14:57:49Z,https://api.github.com/repos/apache/storm/issues/3419,ok,,created_at
CVE-2018-12540,"Validate that X-XSRF-Token and X-XSRF-Token cookie are the same - fixes #970
(cherry picked from commit 482bc72)",https://github.com/vert-x3/vertx-web/issues/970,contains links,https://github.com/vert-x3/vertx-web/commit/f42b193b15a29b772fc576b2d0f2497e7474a7e;https://github.com/vert-x3/vertx-web/commit/98891b1d9e022b467a3e4674aca4d1889849b1d,vert-x3/vertx-web,github issue,https://github.com/vert-x3/vertx-web/issues/970,github issue,https://github.com/vert-x3/vertx-web/issues/970,github issue,2018-07-12T10:03:32Z,https://api.github.com/repos/vert-x3/vertx-web/issues/970,ok,,created_at
CVE-2019-10173,Prevent CVE-2013-7285 for XStream with uninitialized security framework. Closes #108.,https://github.com/x-stream/xstream/issues/108,contains links,https://github.com/x-stream/xstream/commit/f38a1da3ae9491930c2067c12cd2506738b21dab,x-stream/xstream,github issue,https://github.com/x-stream/xstream/issues/108,github issue,https://github.com/x-stream/xstream/issues/108,github issue,2018-02-20T19:18:11Z,https://api.github.com/repos/x-stream/xstream/issues/108,ok,,created_at
CVE-2020-28491,Fix eager allocation aspect of #186,https://github.com/FasterXML/jackson-dataformats-binary/issues/186,contains links,https://github.com/FasterXML/jackson-dataformats-binary/commit/de072d314af8f5f269c8abec6930652af67bc8e6,FasterXML/jackson-dataformats-binary,github issue,https://github.com/FasterXML/jackson-dataformats-binary/issues/186,github issue,https://github.com/FasterXML/jackson-dataformats-binary/issues/186,github issue,2019-10-17T01:59:37Z,https://api.github.com/repos/FasterXML/jackson-dataformats-binary/issues/186,ok,,created_at
CVE-2022-0839,"Merge pull request #2384 from liquibase/enable_xml_secure_processing

Enable FEATURE_SECURE_PROCESSING XML setting by default",https://github.com/liquibase/liquibase/pull/2384,contains links,https://github.com/liquibase/liquibase/commit/d60de3f18acba5423b60d09ee40df44103a07295,liquibase/liquibase,github pull request,https://github.com/liquibase/liquibase/pull/2384,github pull request,https://github.com/liquibase/liquibase/pull/2384,github pull request,2022-01-19T20:09:28Z,https://api.github.com/repos/liquibase/liquibase/issues/2384,ok,,created_at
CVE-2022-23221,"Merge pull request #3342 from katzyn/jdbc

Return DatabaseMetaData.tableIndexOther for regular indexes",https://github.com/h2database/h2database/pull/3342,contains links,https://github.com/h2database/h2database/commit/2b55a66bac49fb3be540e322f27dfbd550f06b9c,h2database/h2database,github pull request,https://github.com/h2database/h2database/pull/3342,github pull request,https://github.com/h2database/h2database/pull/3342,github pull request,2022-01-06T16:20:34Z,https://api.github.com/repos/h2database/h2database/issues/3342,ok,,created_at
CVE-2021-44548,SOLR-15826: ResourceLoader should better respect allowed paths (#439),https://github.com/apache/solr/pull/439,contains links,https://github.com/apache/solr/commit/c1f916d532e9580f22c09b6ad746d4ea9bcc47a6,apache/solr,github pull request,https://github.com/apache/solr/pull/439,github pull request,https://github.com/apache/solr/pull/439,github pull request,2021-12-02T20:13:39Z,https://api.github.com/repos/apache/solr/issues/439,ok,,created_at
CVE-2018-12537,Http header CR / LF validation - fixes #2470,https://github.com/eclipse-vertx/vert.x/issues/2470,contains links,https://github.com/eclipse/vert.x/commit/1bb6445226c39a95e7d07ce3caaf56828e8aab72;https://github.com/eclipse-vertx/vert.x/commit/3a6512695a9d610687081eb13d2a1681151fd7fb,eclipse/vert.x,github issue,https://github.com/eclipse-vertx/vert.x/issues/2470,github issue,https://github.com/eclipse-vertx/vert.x/issues/2470,github issue,2018-05-23T10:31:39Z,https://api.github.com/repos/eclipse-vertx/vert.x/issues/2470,ok,,created_at
CVE-2018-12542,"CVE-2018-12542: The StaticHandler uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\' (forward slashes) sequences that can resolve to a location that is outside of that directory when running on Windows Operating Systems. - fixes #1025",https://github.com/vert-x3/vertx-web/issues/1025,contains links,https://github.com/vert-x3/vertx-web/commit/57a65dce6f4c5aa5e3ce7288685e7f3447eb8f3b,vert-x3/vertx-web,github issue,https://github.com/vert-x3/vertx-web/issues/1025,github issue,https://github.com/vert-x3/vertx-web/issues/1025,github issue,2018-10-03T07:06:09Z,https://api.github.com/repos/vert-x3/vertx-web/issues/1025,ok,,created_at
CVE-2017-5637,"ZOOKEEPER-2693: DOS attack on wchp/wchc four letter words (4lw)

Similar as pull request 179, this PR introduces new property zookeeper.4lw.commands.whitelist to branch-3.4.
Unlike branch-3.5 where all 4lw (with few exceptions) is disabled by default, for branch-3.4 only ""wchp"" and ""wchc"" are disabled by default - since 4lw is widely used and there is no alternatives in branch-3.4 so we just disable the exploitable ones.

Author: Michael Han <hanm@apache.org>

Reviewers: Rakesh Radhakrishnan <rakeshr@apache.org>

Closes #183 from hanm/ZOOKEEPER-2693-br-3.4 and squashes the following commits:

d060ddc [Michael Han] update doc.
2ce4ebd [Michael Han] ZOOKEEPER-2693: DOS attack on wchp/wchc four letter words (4lw). Initial commit for branch-3.4.",https://github.com/apache/zookeeper/pull/183,contains links,https://github.com/apache/zookeeper/commit/835377f0e1cd215e791ed29c0bcff95e625f299c;https://github.com/apache/zookeeper/commit/0c49dd931c0d3c992975515d9f85ffc7fb68e551;https://github.com/apache/zookeeper/commit/5fe68506f217246c7ebd96803f9c78e13ec2f11a,apache/zookeeper,github pull request,https://github.com/apache/zookeeper/pull/183,github pull request,https://github.com/apache/zookeeper/pull/183,github pull request,2017-03-06T21:09:50Z,https://api.github.com/repos/apache/zookeeper/issues/183,ok,,created_at
CVE-2018-8015,"ORC-360. Add Java error checking on the types when reading.

Fixes #266

Signed-off-by: Owen O'Malley <omalley@apache.org>",https://github.com/apache/orc/pull/266,contains links,https://github.com/apache/orc/commit/d5018d309a8adc6b8e0567cb692a17371d16e108,apache/orc,github pull request,https://github.com/apache/orc/pull/266,github pull request,https://github.com/apache/orc/pull/266,github pull request,2018-05-07T16:21:17Z,https://api.github.com/repos/apache/orc/issues/266,ok,,created_at
CVE-2018-20000,"Merge pull request #1 from viqueen/secure-xml

secure xml",https://github.com/Bedework/bw-webdav/pull/1,contains links,https://github.com/Bedework/bw-webdav/commit/ccb87c2757bab531c53faf0637ee342a378caa7f,Bedework/bw-webdav,github pull request,https://github.com/Bedework/bw-webdav/pull/1,github pull request,https://github.com/Bedework/bw-webdav/pull/1,github pull request,2018-11-21T22:57:51Z,https://api.github.com/repos/Bedework/bw-webdav/issues/1,ok,,created_at
CVE-2018-12541,CVE-2018-12541: When a WebSocket upgrade has a body > 8192 send an appropriate response immediately and close the connection afterward. - fixes #2648,https://github.com/eclipse-vertx/vert.x/issues/2648,contains links,https://github.com/eclipse-vertx/vert.x/commit/269a583330695d1418a4f5578f7169350b2e1332,eclipse-vertx/vert.x,github issue,https://github.com/eclipse-vertx/vert.x/issues/2648,github issue,https://github.com/eclipse-vertx/vert.x/issues/2648,github issue,2018-10-03T07:02:03Z,https://api.github.com/repos/eclipse-vertx/vert.x/issues/2648,ok,,created_at
CVE-2019-6002,"Fix XSS on a search feature (#422)

Motivation:
XSS issue has been reported by LINE Security team.

Modification:
- Sanitize html on error notification message.
- Invalid search query returns `Bad Request` instead of Internal Server Error.
- Replace `jGitRepository` into `parent.name() + '/' + name`
  to prevent exposure of a full file system path on the error message.

Result:
- Fixes CVE-2019-6002",https://github.com/line/centraldogma/pull/422,contains links,https://github.com/line/centraldogma/commit/25fcbbd098f69236b115f27c6b6de6b4e44f3103,line/centraldogma,github pull request,https://github.com/line/centraldogma/pull/422,github pull request,https://github.com/line/centraldogma/pull/422,github pull request,2019-07-23T03:43:52Z,https://api.github.com/repos/line/centraldogma/issues/422,ok,,created_at
CVE-2021-32053,"Resolve weakness in history operation (#2642)

* Address DOS issue in History operation

* Work on history caching

* Add docs

* Add changelog

* Resolve test failures

* Test fixes

* Test fix

* Test fixes",https://github.com/hapifhir/hapi-fhir/pull/2642,contains links,https://github.com/hapifhir/hapi-fhir/commit/5a9f499fbf60cdcb4320b5774433ca6bc96cdfc5,hapifhir/hapi-fhir,github pull request,https://github.com/hapifhir/hapi-fhir/pull/2642,github pull request,https://github.com/hapifhir/hapi-fhir/pull/2642,github pull request,2021-05-06T14:30:26Z,https://api.github.com/repos/hapifhir/hapi-fhir/issues/2642,ok,,created_at
CVE-2020-25689,"Merge pull request #4308 from bstansberry/WFCORE-5105

[WFCORE-5105] Ensure that ProtocolConnectionUtils.connectSync cancels…",https://github.com/wildfly/wildfly-core/pull/4308,contains links,https://github.com/wildfly/wildfly-core/commit/5a8a65c2e3310fe0c0143581c677855516148215,wildfly/wildfly-core,github pull request,https://github.com/wildfly/wildfly-core/pull/4308,github pull request,https://github.com/wildfly/wildfly-core/pull/4308,github pull request,2020-08-28T18:08:49Z,https://api.github.com/repos/wildfly/wildfly-core/issues/4308,ok,,created_at
CVE-2019-17632,"Merge pull request #4335 from eclipse/jetty-9.4.x-improve-error-handler-output

Issue #4334 - Improve testing of ErrorHandler behavior",https://github.com/jetty/jetty.project/pull/4335; https://github.com/jetty/jetty.project/issues/4334,contains links,https://github.com/eclipse/jetty.project/commit/ba1fe2826d49c52f82b49bb32737a361519c0479;https://github.com/eclipse/jetty.project/commit/cf0df6e3ffdcd64d607a35488edb5b0b75350d33,eclipse/jetty.project,github pull request,https://github.com/jetty/jetty.project/pull/4335,github pull request,https://github.com/jetty/jetty.project/pull/4335,github pull request,2019-11-20T15:48:56Z,https://api.github.com/repos/jetty/jetty.project/issues/4335,ok,,created_at
CVE-2021-34797,"GEODE-9354: Extract and test ArgumentRedactorRegex (#6641) (#6750)

* Rename ArgumentRedactorJUnitTest to ArgumentRedactorTest.
* Reorganize and reformat ArgumentRedactor and its tests.
* Fix issues in regex found by new tests.

(cherry picked from commit 693e18c48d1c0e3601c517cb7c5493b54649dc10)",https://github.com/apache/geode/pull/6641; https://github.com/apache/geode/pull/6750,contains links,https://github.com/apache/geode/commit/085bf34fbb32e256c0a34195a4dcf430212f291f,apache/geode,github pull request,https://github.com/apache/geode/pull/6641,github pull request,https://github.com/apache/geode/pull/6641,github pull request,2021-06-24T16:55:50Z,https://api.github.com/repos/apache/geode/issues/6641,ok,,created_at
CVE-2019-17091,"Merge pull request #4567 from ruolli/Issue_4556

Fixes #4556 : HIGH-LEVEL VULNERABILITY WITHIN MOJARRA JSF V2.2",https://github.com/eclipse-ee4j/mojarra/pull/4567; https://github.com/eclipse-ee4j/mojarra/issues/4556,contains links,https://github.com/eclipse-ee4j/mojarra/commit/8f70f2bd024f00ecd5b3dcca45df73edda29dcee;https://github.com/eclipse-ee4j/mojarra/commit/a3fa9573789ed5e867c43ea38374f4dbd5a8f81f,eclipse-ee4j/mojarra,github pull request,https://github.com/eclipse-ee4j/mojarra/pull/4567,github pull request,https://github.com/eclipse-ee4j/mojarra/pull/4567,github pull request,2019-05-06T07:47:21Z,https://api.github.com/repos/eclipse-ee4j/mojarra/issues/4567,ok,,created_at
CVE-2021-43570,"Merge pull request #18 from starkbank/fix/x9.62-review

Fix point at infinity verification in signature and public key",https://github.com/starkbank/ecdsa-java/pull/18,contains links,https://github.com/starkbank/ecdsa-java/commit/f72e33114518680c4bbbc7fdc8760d944cb4856b,starkbank/ecdsa-java,github pull request,https://github.com/starkbank/ecdsa-java/pull/18,github pull request,https://github.com/starkbank/ecdsa-java/pull/18,github pull request,2021-11-09T18:49:20Z,https://api.github.com/repos/starkbank/ecdsa-java/issues/18,ok,,created_at
CVE-2018-12536,"Backport of issue #2560 fixes to jetty-9.3.x

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>",https://github.com/jetty/jetty.project/issues/2560,contains links,https://github.com/eclipse/jetty.project/commit/53e8bc2a636707e896fd106fbee3596823c2cdc,eclipse/jetty.project,github issue,https://github.com/jetty/jetty.project/issues/2560,github issue,https://github.com/jetty/jetty.project/issues/2560,github issue,2018-05-22T15:20:16Z,https://api.github.com/repos/jetty/jetty.project/issues/2560,ok,,created_at
CVE-2021-23900,"escape tab characters (#22)

* escape tab characters

* Remove `if` in char escaping switch which is always covered by earlier cases.

Co-authored-by: david galindo <david.galindo@outlook.com>
Co-authored-by: Mike Samuel <mikesamuel@gmail.com>",https://github.com/OWASP/json-sanitizer/pull/22,contains links,https://github.com/OWASP/json-sanitizer/commit/f2c9858c02cf521dd05f2c6f8f9450f2e1343090;https://github.com/OWASP/json-sanitizer/commit/a37f594f7378a1c76b3283e0dab9e1ab1dc0247e,OWASP/json-sanitizer,github pull request,https://github.com/OWASP/json-sanitizer/pull/22,github pull request,https://github.com/OWASP/json-sanitizer/pull/22,github pull request,2020-06-09T14:00:35Z,https://api.github.com/repos/OWASP/json-sanitizer/issues/22,ok,,created_at
